
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23 
Job Name: P2603-PR-SIM-018 
Licensed To: Licensed To: Edit name in <system>\company.txt 
DISPLACEMENTS REPORT: Nodal Movements 
CASE 1 (OPE) W+T1+P2 
 
  
  
 
 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg. 
   90	        	  -385.9	 10586.5	  -168.4	   2.762	   2.301	   1.000	   1.000	 10977.6	265813.1	  4.1	
												
   90	        	  -385.9	  4547.6	   168.4	   1.000	   1.000	   1.000	   1.000	  4945.0	267108.9	  1.9	
  100	        	  -385.9	  3196.0	  -168.4	   1.000	   1.000	   1.000	   1.000	  3597.7	267325.8	  1.3	
												
  100	        	  -529.1	  9760.2	  -440.4	   3.638	   3.032	   1.000	   1.000	 10326.9	264910.8	  3.9	
  109	        	  -716.7	  6718.2	   934.4	   3.638	   3.032	   1.000	   1.000	  7666.2	264577.8	  2.9	
												
  109	        	  -716.7	  6718.2	  -934.4	   3.638	   3.032	   1.000	   1.000	  7666.2	264577.8	  2.9	
  110	        	  -795.2	  3918.1	  1279.1	   3.638	   3.032	   1.000	   1.000	  5362.7	263661.9	  2.0	
												
  110	        	  -795.2	  1286.8	 -1279.1	   1.000	   1.000	   1.000	   1.000	  3298.3	266748.8	  1.2	
  118	        	  -795.2	  1777.5	  1279.1	   1.000	   1.000	   1.000	   1.000	  3628.0	266205.5	  1.4	
												
  118	        	  -795.2	  5644.8	 -1279.1	   3.655	   3.046	   1.000	   1.000	  6929.4	261861.4	  2.6	
  119	        	  -573.6	  7698.7	  1506.8	   3.655	   3.046	   1.000	   1.000	  8804.1	261257.3	  3.4	
												
  119	        	  -573.6	  7698.7	 -1506.8	   3.655	   3.046	   1.000	   1.000	  8804.1	261257.3	  3.4	
  120	        	   -16.1	 20501.2	   930.8	   3.655	   3.046	   1.000	   1.000	 20601.5	260676.5	  7.9	
												
  120	        	   -16.1	  5749.9	  -930.8	   1.000	   1.000	   1.000	   1.000	  6059.0	265666.1	  2.3	
  130	        	   -16.1	  9314.1	   930.8	   1.000	   1.000	   1.000	   1.000	  9514.1	263566.7	  3.6	
												
  130	        	   -16.1	  9314.1	  -930.8	   1.000	   1.000	   1.000	   1.000	  9514.1	263566.7	  3.6	
  140	        	   -16.1	  1200.0	   930.8	   1.000	   1.000	   1.000	   1.000	  2223.6	260067.2	  0.9	
												
  140	        	   -16.1	  1200.0	  -930.8	   1.000	   1.000	   1.000	   1.000	  2223.6	260067.2	  0.9	
  150	        	   -16.1	  1095.3	   930.8	   1.000	   1.000	   1.000	   1.000	  2168.2	267035.8	  0.8	
												
  150	        	   -16.1	  1095.3	  -930.8	   1.000	   1.000	   1.000	   1.000	  2168.2	267035.8	  0.8	
  160	        	   -16.1	  3218.7	   930.8	   1.000	   1.000	   1.000	   1.000	  3732.2	255464.3	  1.5	
												
  160	        	   -16.1	  3218.7	  -930.8	   1.000	   1.000	   1.000	   1.000	  3732.2	255464.3	  1.5	
  168	        	   -16.1	  4515.5	   930.8	   1.000	   1.000	   1.000	   1.000	  4899.0	267750.3	  1.8	
												
  168	        	   -16.1	 16504.1	  -930.8	   3.655	   3.046	   1.000	   1.000	 16624.7	266644.8	  6.2	
  169	        	   -44.5	 17429.7	   709.0	   3.655	   3.046	   1.000	   1.000	 17531.6	266695.3	  6.6	
												
  169	        	   -44.5	 17429.7	  -709.0	   3.655	   3.046	   1.000	   1.000	 17531.6	266695.3	  6.6	
  170	        	   -46.9	 17826.0	   150.3	   3.655	   3.046	   1.000	   1.000	 17875.4	267532.8	  6.7	
												
  170	        	   -46.9	  4956.0	  -150.3	   1.000	   1.000	   1.000	   1.000	  5011.9	268166.0	  1.9	
  180	        	   -46.9	  4147.4	   150.3	   1.000	   1.000	   1.000	   1.000	  4205.0	255222.5	  1.6	
												
  180	        	   -46.9	  4147.4	  -150.3	   1.000	   1.000	   1.000	   1.000	  4205.0	255222.5	  1.6	
  190	        	   -46.9	  4181.6	   150.3	   1.000	   1.000	   1.000	   1.000	  4239.1	258839.0	  1.6	
												
  190	        	   -46.9	  4181.6	  -150.3	   1.000	   1.000	   1.000	   1.000	  4239.1	258839.0	  1.6	
  200	        	   -46.9	 10053.4	   150.3	   1.000	   1.000	   1.000	   1.000	 10104.8	254180.6	  4.0	
												
  200	        	   -46.9	 10053.4	  -150.3	   1.000	   1.000	   1.000	   1.000	 10104.8	254180.6	  4.0	
  208	        	   -46.9	  1030.2	   150.3	   1.000	   1.000	   1.000	   1.000	  1118.2	266634.1	  0.4	
												
  208	        	   -46.9	  3553.0	  -150.3	   3.655	   3.046	   1.000	   1.000	  3612.4	263303.6	  1.4	
  209	        	  -200.1	  6257.7	   310.9	   3.655	   3.046	   1.000	   1.000	  6487.7	263758.4	  2.5	
												
  209	        	  -200.1	  6257.7	  -310.9	   3.655	   3.046	   1.000	   1.000	  6487.7	263758.4	  2.5	
  210	        	  -236.1	  7098.2	   262.3	   3.655	   3.046	   1.000	   1.000	  7353.1	264212.3	  2.8	
												
  210	        	  -236.1	  1954.2	  -262.3	   1.000	   1.000	   1.000	   1.000	  2252.2	267039.4	  0.8	
  220	        	  -236.1	  1785.3	   262.3	   1.000	   1.000	   1.000	   1.000	  2088.4	267129.8	  0.8	
												
  220	        	  -236.1	  1785.3	  -262.3	   1.000	   1.000	   1.000	   1.000	  2088.4	267129.8	  0.8	
  230	        	  -236.1	  1307.9	   262.3	   1.000	   1.000	   1.000	   1.000	  1630.7	264964.0	  0.6	
												
  230	        	  -236.1	  1307.9	  -262.3	   1.000	   1.000	   1.000	   1.000	  1630.7	264964.0	  0.6	
  238	        	  -236.1	  1454.5	   262.3	   1.000	   1.000	   1.000	   1.000	  1770.2	265000.2	  0.7	
												
  238	        	  -236.1	  5280.9	  -262.3	   3.638	   3.032	   1.000	   1.000	  5541.9	257551.5	  2.2	
  239	        	  -241.3	  5479.7	   227.2	   3.638	   3.032	   1.000	   1.000	  5739.1	257966.1	  2.2	
												
  239	        	  -241.3	  5479.7	  -227.2	   3.638	   3.032	   1.000	   1.000	  5739.1	257966.1	  2.2	
  240	        	  -230.1	  5385.5	   167.4	   3.638	   3.032	   1.000	   1.000	  5625.6	259251.8	  2.2	
												
  240	        	  -230.1	  1510.4	  -167.4	   1.000	   1.000	   1.000	   1.000	  1772.4	265574.8	  0.7	
  248	        	  -230.1	  1323.7	   167.4	   1.000	   1.000	   1.000	   1.000	  1589.4	267366.8	  0.6	
												
  248	        	  -230.1	  4300.6	  -167.4	   3.655	   3.046	   1.000	   1.000	  4543.0	264432.3	  1.7	
  249	        	  -195.8	  2116.1	   444.1	   3.655	   3.046	   1.000	   1.000	  2476.7	267086.5	  0.9	
												
  249	        	  -195.8	  2116.1	  -444.1	   3.655	   3.046	   1.000	   1.000	  2476.7	267086.5	  0.9	
  250	        	   -46.9	  2581.5	   336.2	   3.655	   3.046	   1.000	   1.000	  2713.1	255171.8	  1.1	
												
  250	        	   -46.9	   821.6	  -336.2	   1.000	   1.000	   1.000	   1.000	  1098.4	263469.6	  0.4	
  260	        	  -426.0	 17231.9	   336.2	   7.064	   9.086	   1.000	   9.086	 17670.7	195041.1	  9.1	
												
   70	        	  -360.5	 68268.8	 -2375.6	   3.455	   4.274	   1.000	   4.274	 68793.5	253702.6	 27.1	
  270	        	   -84.3	 12965.5	  2375.6	   1.000	   1.000	   1.000	   1.000	 13887.8	267226.9	  5.2	
												
  270	        	        	        	        	        	        	        	        	        	        	     	
  280	        	        	        	        	        	        	        	        	        	        	     	
												
  280	        	   -84.3	 12538.1	 -2375.6	   1.000	   1.000	   1.000	   1.000	 13487.0	267461.3	  5.0	
  290	        	  -360.5	 42405.9	  2375.6	   3.455	   4.274	   1.000	   4.274	 43029.5	265885.0	 16.2	
												
  290	        	  -485.3	 48261.2	 -4032.6	   3.455	   4.274	   1.000	   4.274	 49409.2	260640.4	 19.0	
  300	        	  -113.6	  6368.1	  4032.6	   1.000	   1.000	   1.000	   1.000	 10347.0	264787.8	  3.9	
												
  300	        	  -113.6	  6368.1	 -4032.6	   1.000	   1.000	   1.000	   1.000	 10347.0	264787.8	  3.9	
  310	        	  -113.6	  4902.8	  4032.6	   1.000	   1.000	   1.000	   1.000	  9498.0	264114.7	  3.6	
												
  310	        	        	        	        	        	        	        	        	        	        	     	
  313	        	        	        	        	        	        	        	        	        	        	     	
												
  313	        	  -113.6	  4735.6	 -4032.6	   1.000	   1.000	   1.000	   1.000	  9410.8	263864.9	  3.6	
  316	        	  -113.6	  4199.5	  4032.6	   1.000	   1.000	   1.000	   1.000	  9146.1	263428.3	  3.5	
												
  316	        	        	        	        	        	        	        	        	        	        	     	
  320	        	        	        	        	        	        	        	        	        	        	     	
												
  320	        	  -113.6	  4150.6	 -4032.6	   1.000	   1.000	   1.000	   1.000	  9123.1	263494.6	  3.5	
  330	        	  -113.6	  4145.8	  4032.6	   1.000	   1.000	   1.000	   1.000	  9120.9	264008.4	  3.5	
												
  330	        	        	        	        	        	        	        	        	        	        	     	
  333	        	        	        	        	        	        	        	        	        	        	     	
												
  333	        	        	        	        	        	        	        	        	        	        	     	
  336	        	        	        	        	        	        	        	        	        	        	     	
												
  336	        	        	        	        	        	        	        	        	        	        	     	
  340	        	        	        	        	        	        	        	        	        	        	     	
												
  340	        	  -113.6	  4939.3	 -4032.6	   1.000	   1.000	   1.000	   1.000	  9517.4	264534.8	  3.6	
  350	        	 -1031.7	 38422.8	  4032.6	   7.064	   9.086	   1.000	   9.086	 40270.4	223503.8	 18.0	
												
  350	        	   -82.9	  3249.2	   450.4	   7.064	   9.086	   1.000	   9.086	  3451.7	227121.0	  1.5	
  358	        	    -9.1	   452.9	  -450.4	   1.000	   1.000	   1.000	   1.000	  1012.4	264568.3	  0.4	
												
  358	        	    -9.1	  1655.2	   450.4	   3.655	   3.046	   1.000	   1.000	  1892.5	257553.7	  0.7	
  359	        	    -6.4	  2350.3	  -332.6	   3.655	   3.046	   1.000	   1.000	  2448.8	268104.4	  0.9	
												
  359	        	    -6.4	  2350.3	   332.6	   3.655	   3.046	   1.000	   1.000	  2448.8	268104.4	  0.9	
  360	        	    -0.0	  2833.0	   -50.5	   3.655	   3.046	   1.000	   1.000	  2834.8	263834.9	  1.1	
												
  360	        	    -0.0	   891.4	    50.5	   1.000	   1.000	   1.000	   1.000	   897.1	267473.1	  0.3	
  370	        	    -0.0	   890.2	   -50.5	   1.000	   1.000	   1.000	   1.000	   895.9	267474.1	  0.3	
												
  370	        	        	        	        	        	        	        	        	        	        	     	
  380	        	        	        	        	        	        	        	        	        	        	     	
												
  380	        	    -0.0	   858.0	    50.5	   1.000	   1.000	   1.000	   1.000	   863.9	267441.4	  0.3	
  390	        	    -0.0	   516.6	   -32.8	   1.000	   1.000	   1.000	   1.000	   520.8	266205.6	  0.2	
												
  390	        	    -0.0	   516.6	    32.8	   1.000	   1.000	   1.000	   1.000	   520.8	266205.6	  0.2	
  398	        	    -0.0	   241.9	   -32.8	   1.000	   1.000	   1.000	   1.000	   250.6	266235.9	  0.1	
												
  398	        	    -0.0	   752.6	    32.8	   3.649	   3.041	   1.000	   1.000	   755.5	264787.6	  0.3	
  399	        	    -0.8	   728.7	   -14.9	   3.649	   3.041	   1.000	   1.000	   730.1	264841.8	  0.3	
												
  399	        	    -0.8	   728.7	    14.9	   3.649	   3.041	   1.000	   1.000	   730.2	264841.8	  0.3	
  400	        	    -1.6	   689.3	     2.3	   3.649	   3.041	   1.000	   1.000	   691.0	264999.5	  0.3	
												
  400	        	    -1.6	   221.9	    -2.3	   1.000	   1.000	   1.000	   1.000	   223.6	266282.2	  0.1	
  408	        	    -1.6	    29.4	     2.3	   1.000	   1.000	   1.000	   1.000	    31.4	266785.3	  0.0	
												
  408	        	    -1.6	    91.5	    -2.3	   3.649	   3.041	   1.000	   1.000	    93.3	266712.0	  0.0	
  409	        	    -0.8	    47.8	     0.6	   3.649	   3.041	   1.000	   1.000	    48.6	266759.8	  0.0	
												
  409	        	    -0.8	    47.8	    -0.6	   3.649	   3.041	   1.000	   1.000	    48.6	266759.8	  0.0	
  410	        	    -0.0	     2.8	    -0.0	   3.649	   3.041	   1.000	   1.000	     2.8	266803.7	  0.0	
												
  410	        	    -0.0	     0.9	     0.0	   1.000	   1.000	   1.000	   1.000	     0.9	266805.8	  0.0	
  420	        	    -0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	266806.3	  0.0	
												
  260	        	  -426.0	 17231.9	  -336.2	   7.064	   9.086	   1.000	   9.086	 17670.7	195041.1	  9.1	
  430	        	   -46.9	  3539.8	   336.2	   1.000	   1.000	   1.000	   1.000	  3649.2	259754.7	  1.4	
												
  430	        	   -46.9	  3539.8	  -336.2	   1.000	   1.000	   1.000	   1.000	  3649.2	259754.7	  1.4	
  440	        	  -192.2	 17427.8	   336.2	   4.099	   4.099	   1.000	   4.099	 17632.8	249740.6	  7.1	
												
  440	        	  -192.2	 17427.8	  -336.2	   4.099	   4.099	   1.000	   4.099	 17632.8	249740.8	  7.1	
  450	        	  -192.2	 20303.5	   336.2	   4.099	   4.099	   1.000	   4.099	 20506.7	257049.3	  8.0	
												
  450	        	  -192.2	 20303.5	  -336.2	   4.099	   4.099	   1.000	   4.099	 20506.7	257049.3	  8.0	
  460	        	   -46.9	  5519.1	   336.2	   1.000	   1.000	   1.000	   1.000	  5606.5	266534.6	  2.1	
												
  460	        	        	        	        	        	        	        	        	        	        	     	
  470	        	        	        	        	        	        	        	        	        	        	     	
												
  470	        	   -74.1	  5834.0	  -272.2	   1.000	   1.000	   1.000	   1.000	  5933.2	267261.1	  2.2	
  480	        	  -103.2	 11021.2	   474.0	   1.000	   1.000	   1.000	   1.000	 11164.8	266973.9	  4.2	
												
  480	        	   -65.3	 10995.9	  -603.7	   1.000	   1.000	   1.000	   1.000	 11126.8	267098.2	  4.2	
  490	        	  -549.9	 97457.1	   603.7	   8.424	   8.424	   1.000	   8.424	 98014.4	238349.5	 41.1	
												
  350	        	     0.0	 88490.9	  -360.6	   7.064	   9.086	   1.000	   9.086	 88493.8	265864.9	 33.3	
  500	        	     0.0	  9502.4	   360.6	   1.000	   1.000	   1.000	   1.000	  9529.7	268983.6	  3.5	
												
  500	        	        	        	        	        	        	        	        	        	        	     	
  510	        	        	        	        	        	        	        	        	        	        	     	
												
  510	        	     0.0	  9156.6	  -360.6	   1.000	   1.000	   1.000	   1.000	  9184.9	268928.1	  3.4	
  520	        	     0.0	  5510.6	   234.1	   1.000	   1.000	   1.000	   1.000	  5530.4	267131.9	  2.1	
												
  520	        	     0.0	  5510.6	  -234.1	   1.000	   1.000	   1.000	   1.000	  5530.4	267131.9	  2.1	
  528	        	     0.0	   977.7	   234.1	   1.000	   1.000	   1.000	   1.000	  1084.0	266623.7	  0.4	
												
  528	        	     0.0	  3456.6	  -234.1	   3.666	   3.055	   1.000	   1.000	  3488.2	265991.4	  1.3	
  529	        	  -104.5	  1368.5	    68.6	   3.666	   3.055	   1.000	   1.000	  1479.3	266394.9	  0.6	
												
  529	        	  -104.5	  1368.5	   -68.6	   3.666	   3.055	   1.000	   1.000	  1479.3	266394.9	  0.6	
  530	        	  -147.7	     0.0	    -0.0	   3.666	   3.055	   1.000	   1.000	   147.7	266810.8	  0.1	
												
  530	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	266806.3	  0.0	
  540	        	     0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	266806.3	  0.0	
												
  290	        	 -3937.3	 14280.0	  1364.4	   3.455	   4.274	   1.000	   4.274	 18420.6	264094.6	  7.0	
  550	        	  -921.3	  3278.4	 -1364.4	   1.000	   1.000	   1.000	   1.000	  5008.4	267281.9	  1.9	
												
  550	        	        	        	        	        	        	        	        	        	        	     	
  560	        	        	        	        	        	        	        	        	        	        	     	
												
  560	        	  -921.3	  3242.0	  1364.4	   1.000	   1.000	   1.000	   1.000	  4977.9	267395.8	  1.9	
