
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23 
Job Name: P2603-PR-SIM-018 
Licensed To: Licensed To: Edit name in <system>\company.txt 
DISPLACEMENTS REPORT: Nodal Movements 
CASE 1 (OPE) W+T1+P2 
 
  
  
 
 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg. 
												
  980	        	   136.2	  2014.3	   -92.6	   1.000	   1.000	   1.000	   1.000	  2158.4	268956.6	  0.8	
  990	        	   136.2	  2007.3	    92.6	   1.000	   1.000	   1.000	   1.000	  2151.5	268974.9	  0.8	
												
  990	        	   136.2	  2007.3	   -92.6	   1.000	   1.000	   1.000	   1.000	  2151.5	268974.9	  0.8	
 1000	        	   273.4	  6570.7	   304.7	   1.000	   1.000	   1.000	   1.000	  6871.1	272464.1	  2.5	
												
 1000	        	        	        	        	        	        	        	        	        	        	     	
 1010	        	        	        	        	        	        	        	        	        	        	     	
												
  490	        	   -56.4	  3785.7	  -399.1	   8.424	   8.424	   1.000	   8.424	  3924.1	254336.7	  1.5	
 1018	        	    -6.7	   520.5	   399.1	   1.000	   1.000	   1.000	   1.000	   956.5	268298.3	  0.4	
												
 1018	        	    -6.7	  1583.8	  -399.1	   3.563	   2.969	   1.000	   1.000	  1779.5	264939.2	  0.7	
 1019	        	    -6.2	  2449.7	   271.1	   3.563	   2.969	   1.000	   1.000	  2515.1	263598.8	  1.0	
												
 1019	        	    -6.2	  2449.7	  -271.1	   3.563	   2.969	   1.000	   1.000	  2515.1	263598.8	  1.0	
 1020	        	    -4.8	  2991.8	    94.2	   3.563	   2.969	   1.000	   1.000	  3002.5	260033.8	  1.2	
												
 1020	        	    -4.8	  1000.0	   -94.2	   1.000	   1.000	   1.000	   1.000	  1022.3	265878.8	  0.4	
 1030	        	    -4.8	  1001.1	    94.2	   1.000	   1.000	   1.000	   1.000	  1023.4	265860.1	  0.4	
												
 1030	        	        	        	        	        	        	        	        	        	        	     	
 1033	        	        	        	        	        	        	        	        	        	        	     	
												
 1033	        	        	        	        	        	        	        	        	        	        	     	
 1036	        	        	        	        	        	        	        	        	        	        	     	
												
 1036	        	        	        	        	        	        	        	        	        	        	     	
 1040	        	        	        	        	        	        	        	        	        	        	     	
												
 1040	        	    -4.8	  1243.6	   -94.2	   1.000	   1.000	   1.000	   1.000	  1262.5	267319.0	  0.5	
 1050	        	    -4.8	  1325.0	    94.2	   1.000	   1.000	   1.000	   1.000	  1343.1	263668.2	  0.5	
												
 1050	        	        	        	        	        	        	        	        	        	        	     	
 1053	        	        	        	        	        	        	        	        	        	        	     	
												
 1053	        	    -4.8	  1361.1	   -94.2	   1.000	   1.000	   1.000	   1.000	  1378.8	261854.6	  0.5	
 1056	        	    -4.8	  1397.2	    94.2	   1.000	   1.000	   1.000	   1.000	  1414.6	259921.8	  0.5	
												
 1056	        	        	        	        	        	        	        	        	        	        	     	
 1060	        	        	        	        	        	        	        	        	        	        	     	
												
 1060	        	    -4.8	  1433.3	   -94.2	   1.000	   1.000	   1.000	   1.000	  1450.4	257874.5	  0.6	
 1070	        	    -4.8	  1560.1	    94.2	   1.000	   1.000	   1.000	   1.000	  1576.2	250070.4	  0.6	
												
 1070	        	    -4.8	  1560.1	   -94.2	   1.000	   1.000	   1.000	   1.000	  1576.2	250070.4	  0.6	
 1080	        	   -18.2	  4581.1	    94.2	   3.801	   3.801	   1.000	   3.801	  4603.2	233396.8	  2.0	
												
 1080	        	   -18.2	  4581.1	   -94.2	   3.801	   3.801	   1.000	   3.801	  4603.2	233396.8	  2.0	
 1090	        	   -18.2	  3611.1	    94.2	   3.801	   3.801	   1.000	   3.801	  3634.2	247329.4	  1.5	
												
 1090	        	   -18.2	  3611.1	   -94.2	   3.801	   3.801	   1.000	   3.801	  3634.2	247329.4	  1.5	
 1098	        	    -4.8	   628.5	    94.2	   1.000	   1.000	   1.000	   1.000	   660.8	268426.8	  0.2	
												
 1098	        	    -4.8	  2079.0	   -94.2	   3.563	   2.969	   1.000	   1.000	  2092.3	265926.0	  0.8	
 1099	        	    -6.7	  1697.3	   183.7	   3.563	   2.969	   1.000	   1.000	  1743.2	267053.9	  0.7	
												
 1099	        	    -6.7	  1697.3	  -183.7	   3.563	   2.969	   1.000	   1.000	  1743.2	267053.9	  0.7	
 1100	        	    -4.7	  2052.3	   101.1	   3.563	   2.969	   1.000	   1.000	  2066.9	268704.2	  0.8	
												
 1100	        	    -4.7	   618.7	  -101.1	   1.000	   1.000	   1.000	   1.000	   655.4	269805.8	  0.2	
 1110	        	    -4.7	  2104.7	   101.1	   1.000	   1.000	   1.000	   1.000	  2119.0	261407.4	  0.8	
												
 1110	        	    -4.7	  2104.7	  -101.1	   1.000	   1.000	   1.000	   1.000	  2119.0	261407.4	  0.8	
 1118	        	    -4.7	   471.3	   101.1	   1.000	   1.000	   1.000	   1.000	   517.1	268589.0	  0.2	
												
 1118	        	    -4.7	  1635.0	  -101.1	   3.563	   2.969	   1.000	   1.000	  1652.1	265228.8	  0.6	
 1119	        	   -97.5	   859.9	     7.0	   3.563	   2.969	   1.000	   1.000	   957.5	268875.5	  0.4	
												
 1119	        	   -97.5	   859.9	    -7.0	   3.563	   2.969	   1.000	   1.000	   957.5	268875.5	  0.4	
 1120	        	  -133.2	  1223.4	   -83.2	   3.563	   2.969	   1.000	   1.000	  1366.9	267433.0	  0.5	
												
 1120	        	  -133.2	   356.7	    83.2	   1.000	   1.000	   1.000	   1.000	   517.4	269211.0	  0.2	
 1128	        	  -133.2	   116.5	   -83.2	   1.000	   1.000	   1.000	   1.000	   300.1	269750.8	  0.1	
												
 1128	        	  -133.2	   400.2	    83.2	   3.563	   2.969	   1.000	   1.000	   558.7	266620.3	  0.2	
 1129	        	   -94.2	  1175.7	   -84.3	   3.563	   2.969	   1.000	   1.000	  1281.0	269318.1	  0.5	
												
 1129	        	   -94.2	  1175.7	    84.3	   3.563	   2.969	   1.000	   1.000	  1281.0	269318.1	  0.5	
 1130	        	     0.1	  3123.1	   -47.3	   3.563	   2.969	   1.000	   1.000	  3124.6	257987.4	  1.2	
												
 1130	        	     0.1	   879.5	    47.3	   1.000	   1.000	   1.000	   1.000	   884.6	265908.4	  0.3	
 1140	        	     0.1	  2848.2	   -47.3	   1.000	   1.000	   1.000	   1.000	  2849.9	247174.7	  1.2	
												
 1140	        	     0.1	  2848.2	    47.3	   1.000	   1.000	   1.000	   1.000	  2849.9	247174.7	  1.2	
 1148	        	     0.1	   357.1	   -47.3	   1.000	   1.000	   1.000	   1.000	   369.5	270173.0	  0.1	
												
 1148	        	     0.1	  1138.9	    47.3	   3.563	   2.969	   1.000	   1.000	  1142.9	269322.7	  0.4	
 1149	        	    39.5	   885.9	    74.0	   3.563	   2.969	   1.000	   1.000	   937.2	268143.5	  0.3	
												
 1149	        	    39.5	   885.9	   -74.0	   3.563	   2.969	   1.000	   1.000	   937.2	268143.5	  0.3	
 1150	        	    55.7	   554.9	   163.3	   3.563	   2.969	   1.000	   1.000	   692.4	266530.3	  0.3	
												
 1150	        	    55.7	   172.3	  -163.3	   1.000	   1.000	   1.000	   1.000	   398.3	268948.3	  0.1	
 1160	        	    55.7	   244.2	   163.3	   1.000	   1.000	   1.000	   1.000	   443.4	268704.5	  0.2	
												
 1160	        	        	        	        	        	        	        	        	        	        	     	
 1170	        	        	        	        	        	        	        	        	        	        	     	
												
  490	        	     8.3	  3334.7	   276.7	   8.424	   8.424	   1.000	   8.424	  3388.5	256954.4	  1.3	
 1178	        	     1.0	   480.2	  -276.7	   1.000	   1.000	   1.000	   1.000	   733.4	267714.8	  0.3	
												
 1178	        	     1.0	  1429.9	   276.7	   3.563	   2.969	   1.000	   1.000	  1534.2	264297.9	  0.6	
 1179	        	    -1.2	  2075.2	  -160.3	   3.563	   2.969	   1.000	   1.000	  2101.0	261255.8	  0.8	
												
 1179	        	    -1.2	  2075.2	   160.3	   3.563	   2.969	   1.000	   1.000	  2101.0	261255.8	  0.8	
 1180	        	    -3.1	  2409.0	   -11.1	   3.563	   2.969	   1.000	   1.000	  2412.2	259663.8	  0.9	
												
 1180	        	    -3.1	   809.7	    11.1	   1.000	   1.000	   1.000	   1.000	   813.1	265743.4	  0.3	
 1190	        	    -3.1	   810.8	   -11.1	   1.000	   1.000	   1.000	   1.000	   814.2	265730.6	  0.3	
												
 1190	        	        	        	        	        	        	        	        	        	        	     	
 1193	        	        	        	        	        	        	        	        	        	        	     	
												
 1193	        	        	        	        	        	        	        	        	        	        	     	
 1196	        	        	        	        	        	        	        	        	        	        	     	
												
 1196	        	        	        	        	        	        	        	        	        	        	     	
 1200	        	        	        	        	        	        	        	        	        	        	     	
												
 1200	        	    -3.1	  1068.9	    11.1	   1.000	   1.000	   1.000	   1.000	  1072.2	268883.8	  0.4	
 1210	        	    -3.1	  1155.7	   -11.1	   1.000	   1.000	   1.000	   1.000	  1159.0	268081.3	  0.4	
												
 1210	        	        	        	        	        	        	        	        	        	        	     	
 1213	        	        	        	        	        	        	        	        	        	        	     	
												
 1213	        	    -3.1	  1194.2	    11.1	   1.000	   1.000	   1.000	   1.000	  1197.5	266849.1	  0.4	
 1216	        	    -3.1	  1262.4	   -11.1	   1.000	   1.000	   1.000	   1.000	  1265.7	264275.5	  0.5	
												
 1216	        	        	        	        	        	        	        	        	        	        	     	
 1220	        	        	        	        	        	        	        	        	        	        	     	
												
 1220	        	    -3.1	  1300.9	    11.1	   1.000	   1.000	   1.000	   1.000	  1304.2	262663.5	  0.5	
 1230	        	    -3.1	  1436.6	   -11.1	   1.000	   1.000	   1.000	   1.000	  1439.9	255886.4	  0.6	
												
 1230	        	    -3.1	  1436.6	    11.1	   1.000	   1.000	   1.000	   1.000	  1439.9	255886.4	  0.6	
 1240	        	   -11.8	  4398.4	   -11.1	   3.801	   3.801	   1.000	   3.801	  4410.2	243983.5	  1.8	
												
 1240	        	   -11.8	  4398.4	    11.1	   3.801	   3.801	   1.000	   3.801	  4410.2	243983.5	  1.8	
 1250	        	   -11.8	  3618.1	   -11.1	   3.801	   3.801	   1.000	   3.801	  3630.0	253564.8	  1.4	
												
 1250	        	   -11.8	  3618.1	    11.1	   3.801	   3.801	   1.000	   3.801	  3630.0	253564.8	  1.4	
 1258	        	    -3.1	   527.4	   -11.1	   1.000	   1.000	   1.000	   1.000	   531.0	270090.5	  0.2	
												
 1258	        	    -3.1	  1742.2	    11.1	   3.563	   2.969	   1.000	   1.000	  1745.5	269339.9	  0.6	
 1259	        	    -5.4	  1494.5	    93.6	   3.563	   2.969	   1.000	   1.000	  1511.6	270279.6	  0.6	
												
 1259	        	    -5.4	  1494.5	   -93.6	   3.563	   2.969	   1.000	   1.000	  1511.6	270279.6	  0.6	
 1260	        	    -4.5	  1477.1	    93.7	   3.563	   2.969	   1.000	   1.000	  1493.4	270016.1	  0.6	
												
 1260	        	    -4.5	   422.6	   -93.7	   1.000	   1.000	   1.000	   1.000	   466.4	270403.0	  0.2	
 1270	        	    -4.5	  1743.5	    93.7	   1.000	   1.000	   1.000	   1.000	  1758.0	258184.5	  0.7	
												
 1270	        	    -4.5	  1743.5	   -93.7	   1.000	   1.000	   1.000	   1.000	  1758.0	258184.5	  0.7	
 1278	        	    -4.5	   567.1	    93.7	   1.000	   1.000	   1.000	   1.000	   601.6	267144.2	  0.2	
												
 1278	        	    -4.5	  1980.9	   -93.7	   3.563	   2.969	   1.000	   1.000	  1994.3	261209.9	  0.8	
 1279	        	  -100.0	   782.8	    -2.5	   3.563	   2.969	   1.000	   1.000	   882.8	268572.2	  0.3	
												
 1279	        	  -100.0	   782.8	     2.5	   3.563	   2.969	   1.000	   1.000	   882.8	268572.2	  0.3	
 1280	        	  -136.9	   969.5	   -92.0	   3.563	   2.969	   1.000	   1.000	  1121.6	264812.2	  0.4	
												
 1280	        	  -136.9	   287.8	    92.0	   1.000	   1.000	   1.000	   1.000	   462.8	267937.9	  0.2	
 1288	        	  -136.9	    97.3	   -92.0	   1.000	   1.000	   1.000	   1.000	   297.8	269732.7	  0.1	
												
 1288	        	  -136.9	   292.9	    92.0	   3.563	   2.969	   1.000	   1.000	   467.5	268355.9	  0.2	
 1289	        	   -97.5	   731.5	  -102.9	   3.563	   2.969	   1.000	   1.000	   854.2	268875.4	  0.3	
												
 1289	        	   -97.5	   731.5	   102.9	   3.563	   2.969	   1.000	   1.000	   854.2	268875.4	  0.3	
 1290	        	    -1.0	  2739.5	   -62.6	   3.563	   2.969	   1.000	   1.000	  2743.4	269276.5	  1.0	
												
 1290	        	    -1.0	   773.6	    62.6	   1.000	   1.000	   1.000	   1.000	   784.6	270129.8	  0.3	
 1300	        	    -1.0	  3822.7	   -62.6	   1.000	   1.000	   1.000	   1.000	  3825.7	265115.9	  1.4	
												
 1300	        	    -1.0	  3822.7	    62.6	   1.000	   1.000	   1.000	   1.000	  3825.7	265115.9	  1.4	
 1308	        	    -1.0	   302.7	   -62.6	   1.000	   1.000	   1.000	   1.000	   328.5	269933.7	  0.1	
												
 1308	        	    -1.0	  1013.4	    62.6	   3.563	   2.969	   1.000	   1.000	  1022.1	268857.4	  0.4	
 1309	        	    61.6	   843.2	    26.5	   3.563	   2.969	   1.000	   1.000	   906.3	270134.6	  0.3	
												
 1309	        	    61.6	   843.2	   -26.5	   3.563	   2.969	   1.000	   1.000	   906.3	270134.6	  0.3	
 1310	        	    88.1	  1084.3	   109.2	   3.563	   2.969	   1.000	   1.000	  1192.5	269064.2	  0.4	
												
 1310	        	    88.1	   316.4	  -109.2	   1.000	   1.000	   1.000	   1.000	   459.6	270095.3	  0.2	
 1320	        	    88.1	   324.9	   109.2	   1.000	   1.000	   1.000	   1.000	   467.2	270131.4	  0.2	
												
 1320	        	        	        	        	        	        	        	        	        	        	     	
 1330	        	        	        	        	        	        	        	        	        	        	     	
												
  980	        	  -103.7	 12248.2	   382.5	   1.000	   1.000	   1.000	   1.000	 12375.5	275172.4	  4.5	
 1340	        	  -103.7	  4634.4	  -382.5	   1.000	   1.000	   1.000	   1.000	  4799.5	276576.1	  1.7	
												
 1340	        	        	        	        	        	        	        	        	        	        	     	
 1350	        	        	        	        	        	        	        	        	        	        	     	
												
 1350	        	  -103.7	  5889.3	   382.5	   3.013	   2.511	   1.000	   1.000	  6041.6	276612.1	  2.2	
 1359	        	  -720.9	  4641.4	  -318.4	   3.013	   2.511	   1.000	   1.000	  5400.0	276781.6	  2.0	
												
 1359	        	  -720.9	  4641.4	   318.4	   3.013	   2.511	   1.000	   1.000	  5400.0	276781.6	  2.0	
 1360	        	  -915.9	  7960.1	  -156.8	   3.013	   2.511	   1.000	   1.000	  8881.5	276679.2	  3.2	
												
 1360	        	  -915.9	  2654.4	   156.8	   1.000	   1.000	   1.000	   1.000	  3584.0	276901.4	  1.3	
 1368	        	  -915.9	  2755.0	  -156.8	   1.000	   1.000	   1.000	   1.000	  3684.2	276812.4	  1.3	
												
 1368	        	  -915.9	  8299.9	   156.8	   3.013	   2.511	   1.000	   1.000	  9221.1	276126.2	  3.3	
 1369	        	  -726.5	  5092.6	  -149.3	   3.013	   2.511	   1.000	   1.000	  5826.7	276825.6	  2.1	
												
 1369	        	  -726.5	  5092.6	   149.3	   3.013	   2.511	   1.000	   1.000	  5826.7	276825.6	  2.1	
 1370	        	  -111.5	  5339.7	  -112.1	   3.013	   2.511	   1.000	   1.000	  5455.9	275500.6	  2.0	
												
 1370	        	  -111.5	  1773.5	   112.1	   1.000	   1.000	   1.000	   1.000	  1898.4	276423.1	  0.7	
 1380	        	  -111.5	  3886.1	  -112.1	   1.000	   1.000	   1.000	   1.000	  4003.9	275826.7	  1.5	
												
 1380	        	  -111.5	  3886.1	   112.1	   1.000	   1.000	   1.000	   1.000	  4003.9	275826.7	  1.5	
 1388	        	  -111.5	  2815.3	  -112.1	   1.000	   1.000	   1.000	   1.000	  2935.4	276311.4	  1.1	
												
 1388	        	  -111.5	  8481.4	   112.1	   3.013	   2.511	   1.000	   1.000	  8595.9	275248.5	  3.1	
 1389	        	   248.9	  2513.0	   -34.3	   3.013	   2.511	   1.000	   1.000	  2762.7	276907.5	  1.0	
												
 1389	        	   248.9	  2513.0	    34.3	   3.013	   2.511	   1.000	   1.000	  2762.7	276907.5	  1.0	
 1390	        	   463.5	  1649.7	   121.5	   3.013	   2.511	   1.000	   1.000	  2127.1	276322.8	  0.8	
												
 1390	        	     0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	277143.7	  0.0	
 1400	        	     0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	277144.0	  0.0	
												
  980	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	278767.2	  0.0	
 1410	        	    -0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	279581.6	  0.0	
												
 1410	        	        	        	        	        	        	        	        	        	        	     	
 1420	        	        	        	        	        	        	        	        	        	        	     	
												
 1420	        	     0.0	     0.0	     0.0	   2.368	   2.368	   1.000	   2.368	     0.0	284662.1	  0.0	
 1428	        	     0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285561.5	  0.0	
												
 1428	        	     0.0	     0.0	     0.0	   1.567	   1.305	   1.000	   1.000	     0.0	285552.6	  0.0	
 1429	        	    -0.0	     0.0	    -0.0	   1.567	   1.305	   1.000	   1.000	     0.0	285604.7	  0.0	
												
 1429	        	    -0.0	     0.0	     0.0	   1.567	   1.305	   1.000	   1.000	     0.0	285604.7	  0.0	
 1430	        	    -0.0	     0.0	     0.0	   1.567	   1.305	   1.000	   1.000	     0.0	285622.9	  0.0	
												
 1430	        	    -0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285622.9	  0.0	
 1440	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285613.0	  0.0	
												
 1440	        	        	        	        	        	        	        	        	        	        	     	
 1450	        	        	        	        	        	        	        	        	        	        	     	
												
  970	        	 -1236.6	 18412.2	   359.7	   7.064	   9.086	   1.000	   9.086	 19661.9	262392.3	  7.5	
 1460	        	  -136.1	  2046.8	  -359.7	   1.000	   1.000	   1.000	   1.000	  2298.4	277322.8	  0.8	
												
 1460	        	        	        	        	        	        	        	        	        	        	     	
 1470	        	        	        	        	        	        	        	        	        	        	     	
												
 1470	        	  -136.1	  1772.9	   359.7	   1.000	   1.000	   1.000	   1.000	  2040.1	277864.7	  0.7	
 1480	        	  -322.3	  3315.5	  -359.7	   2.368	   2.368	   1.000	   2.368	  3708.2	277418.1	  1.3	
												
 1480	        	  -322.3	  3315.5	   359.7	   2.368	   2.368	   1.000	   2.368	  3708.2	277418.1	  1.3	
 1490	        	  -136.1	  1755.3	  -359.7	   1.000	   1.000	   1.000	   1.000	  2023.6	279161.7	  0.7	
												
 1490	        	  -136.1	  1755.3	   359.7	   1.000	   1.000	   1.000	   1.000	  2023.6	279161.7	  0.7	
 1498	        	  -136.1	  1945.4	  -359.7	   1.000	   1.000	   1.000	   1.000	  2202.3	279201.8	  0.8	
												
 1498	        	  -136.1	  5151.8	   359.7	   2.654	   2.211	   1.000	   1.000	  5336.6	278881.9	  1.9	
 1499	        	  -151.6	  5364.0	  -376.8	   2.654	   2.211	   1.000	   1.000	  5566.9	278137.4	  2.0	
												
 1499	        	  -151.6	  5364.0	   376.8	   2.654	   2.211	   1.000	   1.000	  5566.9	278137.4	  2.0	
 1500	        	   -78.3	  4385.8	  -259.2	   2.654	   2.211	   1.000	   1.000	  4494.1	278326.4	  1.6	
												
 1500	        	   -78.3	  1669.4	   259.2	   1.000	   1.000	   1.000	   1.000	  1823.0	278882.9	  0.7	
 1508	        	   -78.3	  1596.5	  -259.2	   1.000	   1.000	   1.000	   1.000	  1753.2	278761.5	  0.6	
												
 1508	        	   -78.3	  3701.4	   259.2	   2.654	   2.211	   1.000	   1.000	  3815.1	277811.5	  1.4	
 1509	        	   -93.1	  3392.4	  -789.8	   2.654	   2.211	   1.000	   1.000	  3826.7	276945.7	  1.4	
												
 1509	        	   -93.1	  3392.4	   789.8	   2.654	   2.211	   1.000	   1.000	  3826.7	276945.7	  1.4	
 1510	        	   -53.4	  1724.0	 -1077.3	   2.654	   2.211	   1.000	   1.000	  2793.1	276548.8	  1.0	
												
 1510	        	   -53.4	   662.1	  1077.3	   1.000	   1.000	   1.000	   1.000	  2270.3	278191.4	  0.8	
 1520	        	   -53.4	  2773.8	 -1077.3	   1.000	   1.000	   1.000	   1.000	  3554.6	278203.4	  1.3	
												
 1520	        	        	        	        	        	        	        	        	        	        	     	
 1530	        	        	        	        	        	        	        	        	        	        	     	
												
  440	        	     0.0	     0.0	     0.0	   4.099	   4.099	   1.000	   4.099	     0.0	281414.1	  0.0	
 1540	        	     0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	282011.9	  0.0	
												
  450	        	    -0.0	     0.0	    -0.0	   4.099	   4.099	   1.000	   4.099	     0.0	283400.3	  0.0	
 1570	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	283370.8	  0.0	
												
 1570	        	        	        	        	        	        	        	        	        	        	     	
 1580	        	        	        	        	        	        	        	        	        	        	     	
												
  760	        	     0.0	     0.0	     0.0	   4.099	   4.099	   1.000	   4.099	     0.0	283400.3	  0.0	
 1590	        	     0.0	     0.0	    -0.0	   1.000	   1.000	   1.000	   1.000	     0.0	283370.8	  0.0	
												
 1590	        	        	        	        	        	        	        	        	        	        	     	
 1600	        	        	        	        	        	        	        	        	        	        	     	
												
  260	        	    -0.0	     0.0	    -0.0	   7.064	   9.086	   1.000	   9.086	     0.0	279791.1	  0.0	
 1610	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	279756.8	  0.0	
												
 1610	        	        	        	        	        	        	        	        	        	        	     	
 1620	        	        	        	        	        	        	        	        	        	        	     	
												
  920	        	    -0.0	     0.0	    -0.0	   7.064	   9.086	   1.000	   9.086	     0.0	280973.4	  0.0	
 1630	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	281340.3	  0.0	
												
 1080	        	     0.0	     0.0	     0.0	   3.801	   3.801	   1.000	   3.801	     0.0	285028.6	  0.0	
 1640	        	     0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285015.9	  0.0	
												
 1240	        	     0.0	     0.0	     0.0	   3.801	   3.801	   1.000	   3.801	     0.0	285028.6	  0.0	
 1650	        	     0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285015.9	  0.0	
												
 1480	        	    -0.0	     0.0	     0.0	   2.368	   2.368	   1.000	   2.368	     0.0	285022.0	  0.0	
 1660	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285015.9	  0.0	
												
 1250	        	    -0.0	     0.0	     0.0	   3.801	   3.801	   1.000	   3.801	     0.0	285624.8	  0.0	
 1670	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285613.0	  0.0	
												
 1090	        	    -0.0	     0.0	     0.0	   3.801	   3.801	   1.000	   3.801	     0.0	285624.8	  0.0	
 1680	        	    -0.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     0.0	285613.0	  0.0	
												
 1690	        	        	        	        	        	        	        	        	        	        	     	
 1700	        	        	        	        	        	        	        	        	        	        	     	
												
 1710	        	     1.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     1.0	279727.9	  0.0	
 1720	        	     1.0	     0.0	     0.0	   1.000	   1.000	   1.000	   1.000	     1.0	279677.2	  0.0	
												
 1720	        	        	        	        	        	        	        	        	        	        	     	
 1730	        	        	        	        	        	        	        	        	        	        	     	





CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
B31.3 STRESSES REPORT: Stresses on Elements
CASE 8 (EXP) L8=L3-L6

 
 
Piping Code (1 of 1): B31.3 -2016, Jan 31, 2017                       

The SLP column shows the longitudinal pressure stress.


 Stresses Evaluation CHECK PASSED      : LOADCASE 8 (EXP) L8=L3-L6

Highest Stresses: (   KPa    ) 
Ratio (%):                     57.4       @Node    970  
Code:                      150707.8       Allowable:     262392.3  
F/A                          9859.5       @Node    970  
Bending                    140815.8       @Node    970  
Torsion                      8712.7       @Node   1510  
SIF/Index In-Plane              8.4       @Node    490  
SIF/Index Out-Plane             9.1       @Node    260  
SIF/Index Torsion               1.0       @Node     20  
SIF/Index Axial                 9.1       @Node    260  


 Node	     SLP	     F/A	 Bending	 Torsion	SIF/Index	SIF/Index	SIF/Index	SIF/Index	    Code	Allowable	Ratio
     	   KPa    	   KPa    	   KPa    	   KPa    	In-Plane	Out-Plane	 Torsion	   Axial	   KPa    	   KPa    	    %

   10	        	        	        	        	        	        	        	        	        	        	     	
   20	        	        	        	        	        	        	        	        	        	        	     	
												
   20	        	  -115.8	  8836.3	 -1708.2	   1.000	   1.000	   1.000	   1.000	  9581.9	268408.2	  3.6	
   28	        	  -115.8	  1326.5	  1708.2	   1.000	   1.000	   1.000	   1.000	  3708.3	269495.9	  1.4	
												
   28	        	  -115.8	  4669.8	 -1708.2	   3.563	   2.969	   1.000	   1.000	  5880.0	266724.2	  2.2	
   29	        	  -327.5	 11183.7	  1157.9	   3.563	   2.969	   1.000	   1.000	 11741.8	268851.5	  4.4	
												
   29	        	  -327.5	 11183.7	 -1157.9	   3.563	   2.969	   1.000	   1.000	 11741.8	268851.5	  4.4	
   30	        	  -347.3	 12602.5	    89.7	   3.563	   2.969	   1.000	   1.000	 12951.0	268354.5	  4.8	
												
   30	        	  -347.3	  3876.6	   -89.7	   1.000	   1.000	   1.000	   1.000	  4227.7	269790.9	  1.6	
   40	        	  -347.3	  8253.0	    89.7	   1.000	   1.000	   1.000	   1.000	  8602.1	261858.7	  3.3	
												
   40	        	  -347.3	  8253.0	   -89.7	   1.000	   1.000	   1.000	   1.000	  8602.1	261858.7	  3.3	
   50	        	  -347.3	 14116.5	    89.7	   1.000	   1.000	   1.000	   1.000	 14464.9	263958.4	  5.5	
												
   50	        	        	        	        	        	        	        	        	        	        	     	
   53	        	        	        	        	        	        	        	        	        	        	     	
												
   53	        	        	        	        	        	        	        	        	        	        	     	
   56	        	        	        	        	        	        	        	        	        	        	     	
												
   56	        	        	        	        	        	        	        	        	        	        	     	
   60	        	        	        	        	        	        	        	        	        	        	     	
												
   60	        	  -347.3	 17664.2	   -89.7	   1.000	   1.000	   1.000	   1.000	 18012.4	262675.4	  6.9	
   70	        	 -1484.1	 67828.2	    89.7	   3.455	   4.274	   1.000	   4.274	 69312.5	252303.4	 27.5	
												
   70	        	   -68.6	 61865.6	  2397.0	   3.455	   4.274	   1.000	   4.274	 62119.5	253398.7	 24.5	
   80	        	   -16.1	 14734.6	 -2397.0	   1.000	   1.000	   1.000	   1.000	 15510.1	253563.0	  6.1	
												
   80	        	   -16.1	 14734.6	  2397.0	   1.000	   1.000	   1.000	   1.000	 15510.1	253563.0	  6.1	
   88	        	   -16.1	  6616.3	 -2397.0	   1.000	   1.000	   1.000	   1.000	  8183.5	263437.7	  3.1	
												
   88	        	   -16.1	 15518.0	  2397.0	   2.762	   2.301	   1.000	   1.000	 16256.9	258911.0	  6.3	
   89	        	  -217.6	 13413.4	 -1188.4	   2.762	   2.301	   1.000	   1.000	 13836.7	262796.1	  5.3	
												
   89	        	  -217.6	 13413.4	  1188.4	   2.762	   2.301	   1.000	   1.000	 13836.7	262796.1	  5.3	
